uby	year	file	unit	nest	unit_box	egg	egg_mass	lay_order	L	T	A	E	eggLengthpx	len_IJ	wid_IJ	len_redo	wid_redo	exclude	note	fband	mband	ci_doy	clutch_size	max_brood	d6_brood	d6_mass	num_fled	nest_exp	nest_treat	f_age	f_mass1	f_wing1	f_hb1	m_mass1	m_wing1	m_hb1	gen_mother	fem_birth_yr	fem_birth_loc	epy_in_nest	wpy_in_nest	unk_in_nest	num_pat_knwn	pointedness	elongation	polarasymmetry	volume
2_4_2021	2021	2_4	2	4	2_4	F			1.189	0.7591	0.18901	0.31736	392	19.61	15.114					281174442		137	6	0			0	Cold_Snap		SY	21	116	29.1				281128703	2020	1_312					0.568408807	1.297717382	1.632402016	2.272789501
2_10_2021	2021	2_10	2	10	2_10	A			1.144	0.82527	0.14399	0.21173	374	18.531	15.356					272108249		138	6	0			0	Cold_Snap		ASY	21.25	120	28.7											0.541043404	1.194769379	1.465668231	2.272892761
2_56_2020	2020	2_56	2	56	2_56	E			1.2816	0.71672	0.28164	0.39524	579	20.274	14.617					281128554		140	5	0	0	0	0	CortDose	Control	SY	23													0.593600585	1.373915051	1.908675592	2.273509903
1_10_2021	2021	1_10	1	10	1_10	E	1.9		1.2142	0.76073	0.21417	0.31454	468	19.629	15.08					281128450	281174419	135	5	5			4	Carryover	Prev_Cort	ASY	22.5	121	28.8	20	120	29.2								0.556541398	1.295691067	1.787034828	2.277303131
1_350_2020	2020	1_350	1	350	1_350	F			1.1933	0.75515	0.19328	0.32423	542	19.64	15.011					212110278	240150390	131	6	6	0	0	0	Validation	BCC	ASY	25	115	27.5	20.25	115	27								0.565360384	1.29601577	1.628049578	2.278795761
1_75_2021	2021	1_75	1	75	1_75	C			1.2028	0.67558	0.20278	0.4802	493	21.194	14.566					281174808		137	6	0			0	Cold_Snap		ASY	19	118	28.8											0.566337923	1.460088578	1.600534747	2.28241157
2_18_2021	2021	2_18	2	18	2_18	D	2.1		1.1551	0.72419	0.15511	0.38085	564	20.3	14.85					281174188	281128477	132	5	3			3	Cold_Snap	Cold_Control	ASY	23.5	115	29.3	19	112	28	278172231	2020	1_305					0.547585768	1.369796592	1.301464272	2.283253865
1_77_2020	2020	1_77	1	77	1_77	A			1.3121	0.68417	0.31212	0.46163	538	20.982	14.607					240150391	281174443	148	5	4	4	50	0	CortDose	Cort	SY	24	112	28.6	20	118	28.9				1	1	0	2	0.603605488	1.422896596	1.836952464	2.283783468
2_110_2020	2020	2_110	2	110	2_110	E			1.1451	0.68999	0.14507	0.4493	521	20.984	14.715					281174513	281174107	142	6	6	6	45.9	0	CortDose	Cort	ASY	19.5	113	28.7	18.5	120	29				3	3	0	6	0.555396153	1.43061693	1.375247944	2.284397642
2_54_2021	2021	2_54	2	54	2_54	F	2	3t6	1.2133	0.77568	0.21327	0.28919	510	19.449	15.361				Noted that label might be wrong	281128598		132	6	0			0	Carryover	Prev_Control	ASY	23.25	114	28.1											0.542703604	1.275038506	1.581672094	2.285425983
2_74_2021	2021	2_74	2	74	2_74	D			1.2343	0.63753	0.23429	0.56855	469	22.038	14.271					281174501	281174519	134	6	6			5	Carryover	Prev_Cort	ASY	22.5	113	29	19	118	28.4								0.586398341	1.55659378	1.497096691	2.28547779
1_34_2021	2021	1_34	1	34	1_34	F	1.6		1.2268	0.74438	0.22682	0.34339	427	19.888	14.973					281174128		133	6	0			0	Cold_Snap		SY	21	115	29.1				278172095	2020	1_303					0.570954663	1.325708731	1.613301601	2.287120805
2_107_2020	2020	2_107	2	107	2_107	E			1.2255	0.8057	0.2255	0.2412	543	18.852	15.496					281174505		140	5	0	0	0	0	CortDose	Control	SY	22	117	28.3											0.573087665	1.223622621	1.673385677	2.289208467
2_114_2020	2020	2_114	2	114	2_114	B			1.1737	0.74951	0.1737	0.33421	479	19.76	14.935					278172145	281174520	136	6	6	6	79	0	CortDose	Cort	ASY	23.5	119	28.7	21	123	29.5				0	0	2	0	0.567427449	1.318608143	1.430442146	2.289859454
2_84_2020	2020	2_84	2	84	2_84	A			1.2695	0.64876	0.2695	0.5414	592	21.764	14.48					281174504	281128563	140	5	5	5	60.5	0	CortDose	Control	SY	21	112	29	20	120	28.9				0	5	0	5	0.57818	1.504223142	1.828668319	2.291483014
1_13_2021	2021	1_13	1	13	1_13	F	1.7		1.2344	0.7391	0.23444	0.353	408	19.946	15.09					272108367	272107380	133	6	4			4	Cold_Snap	Cold_Cold	SY	24	118	29.1	20	118	27.2								0.585901249	1.318501962	1.65255139	2.291584884
2_19_2021	2021	2_19	2	19	2_19	A			1.2159	0.7692	0.2159	0.30005	506	19.488	15.141					240150380	281174113	134	5	3			3	Cold_Snap	Cold_Control	ASY	23	116	28.4	19	120	29.1								0.569542956	1.280985404	1.533955126	2.29300857
2_110_2020	2020	2_110	2	110	2_110	D			1.2982	0.69121	0.29824	0.44673	521	20.841	14.697					281174513	281174107	142	6	6	6	45.9	0	CortDose	Cort	ASY	19.5	113	28.7	18.5	120	29				3	3	0	6	0.590880407	1.408834731	1.847061029	2.29324392
1_353_2020	2020	1_353	1	353	1_353	E			1.3042	0.7844	0.3042	0.2749	537	19.123	15.42					281128704		143	5	5	0	0	0	Validation	BDA	ASY	22	121	27.8											0.576077815	1.235731293	2.166340364	2.296779739
2_126_2020	2020	2_126	2	126	2_126	A			1.2019	0.71078	0.20189	0.40691	555	20.571	14.693					281174701	281128625	151	6	5	5	54.3	0	CortDose	Control	SY	18.25	117	27.9	20	117	29.6				1	2	0	3	0.559055223	1.37949291	1.366212887	2.300009971
1_134_2021	2021	1_134	1	134	1_134	A			1.1411	0.7351	0.14111	0.36036	416	20.134	14.883					281174009		159	5	0			1	Long_Control	None	SY	18	120	27.6											0.565191413	1.352859344	1.233377259	2.300429179
2_74_2020	2020	2_74	2	74	2_74	F			1.2696	0.662	0.26957	0.51057	536	21.508	14.714					281128550	240150400	137	6	6	6	61.4	0	CortDose	Cort	SY	22.5	116	29.7	19.5	116	28.3				2	1	0	3	0.593022431	1.469867372	1.48237942	2.305043885
1_86_2020	2020	1_86	1	86	1_86	A			1.1129	0.78886	0.11288	0.26765	514	19.193	15.289					281128558		143	5	4	4	25.5	0	CortDose	Cort	SY	19	114	28.6							2	1	1	3	0.548527423	1.256275127	1.305961742	2.306158857
2_15_2021	2021	2_15	2	15	2_15	F		6	1.2212	0.76472	0.22118	0.30767	455	19.553	15.407					272108365		129	6	3			0	Cold_Snap		SY	22.75	112	27.9											0.566341053	1.271127603	1.708137454	2.306706463
1_330_2020	2020	1_330	1	330	1_330	B			1.1931	0.74671	0.19309	0.33921	537	19.696	14.995					272107790		140	6	5	0	0	0	Validation	BDA	ASY	22.5	120	28											0.5749235	1.301411362	1.624838727	2.307008917
2_38_2021	2021	2_38	2	38	2_38	A			1.1891	0.75075	0.18909	0.332	438	19.844	14.991					278171877		136	6	0			0	Carryover	Prev_Cort	ASY	22.5	116	28.8											0.586112401	1.334937235	1.348521117	2.307012546
2_2_2021	2021	2_2	2	2	2_2	F			1.2394	0.73762	0.23937	0.3557	430	20.12	14.986					272108250		138	6	0			0	Cold_Snap		ASY	20	113	28.9											0.580948342	1.335412813	1.720032475	2.311157269
2_70_2021	2021	2_70	2	70	2_70	F	1.6	2t6	1.1033	0.77695	0.1033	0.28708	472	19.434	15.232					281174002		133	6	5			4	Cold_Snap	Cold_Cold	SY	22	117	29.1											0.535202833	1.273603162	1.30661324	2.313779435
2_48_2020	2020	2_48	2	48	2_48	A			1.2139	0.69042	0.21389	0.44839	450	21.018	14.614					281174501	281128773	135	6	5	5	51.9	0	CortDose	Cort	SY	22	112	28.4	20.5	127	28.6				1	4	0	5	0.564787266	1.433584082	1.450873288	2.314258218
2_34_2020	2020	2_34	2	34	2_34	A			1.2574	0.7558	0.2574	0.3231	416	19.751	15.098					272107805	281174521	134	5	2	2	27.6	0	CortDose	Cort	ASY	22.5	114	28.5	21.5	122	28.9				1	1	0	2	0.576391639	1.301989545	1.935296084	2.319667643
1_10_2021	2021	1_10	1	10	1_10	B	1.9		1.2356	0.78012	0.23557	0.28185	452	19.33	15.191					281128450	281174419	135	5	5			4	Carryover	Prev_Cort	ASY	22.5	121	28.8	20	120	29.2								0.573502699	1.254253504	1.983801461	2.319786954
2_70_2021	2021	2_70	2	70	2_70	A	1.6	2t6	1.1111	0.77378	0.11112	0.29235	474	19.482	15.204					281174002		133	6	5			4	Cold_Snap	Cold_Cold	SY	22	117	29.1											0.54609116	1.275773916	1.272361275	2.321028931
2_102_2020	2020	2_102	2	102	2_102	A			1.1343	0.82	0.1343	0.2195	585	18.755	15.52					281128561	272106664	148	4	4	4	60	0	CortDose	Control	ASY	21	115	28.6	20	123	28.8				2	2	0	4	0.552817028	1.204190404	1.300328668	2.321062787
2_114_2020	2020	2_114	2	114	2_114	F			1.1904	0.75884	0.19041	0.31779	483	19.738	15.52					278172145	281174520	136	6	6	6	79	0	CortDose	Cort	ASY	23.5	119	28.7	21	123	29.5				0	0	2	0	0.561734162	1.297919935	1.648039692	2.321972984
2_19_2021	2021	2_19	2	19	2_19	D			1.2494	0.71483	0.2494	0.39893	529	20.462	14.798					240150380	281174113	134	5	3			3	Cold_Snap	Cold_Control	ASY	23	116	28.4	19	120	29.1								0.569265591	1.373198883	1.950361304	2.324648356
1_312_2020	2020	1_312	1	312	1_312	A			1.2168	0.74492	0.21681	0.34243	488	19.972	15.119					281128703		145	6	6	0	0	0	Validation	BCA	ASY	23.25	114	28.3											0.564681476	1.310647799	1.454800371	2.326010624
2_79_2020	2020	2_79	2	79	2_79	F			1.2742	0.70734	0.27424	0.41376	486	20.644	14.887					278172154		139	6	6	6	77.2	0	CortDose	Cort	ASY	22	117	29							0	6	0	6	0.595501694	1.376679465	1.752756404	2.327785549
1_81_2021	2021	1_81	1	81	1_81	C	2.1		1.3242	0.65758	0.32421	0.52073	542	21.68	14.612					281174920	281174102	134	6	6			5	Cold_Snap	Cold_Control	SY	22	115	28.5	20	125	29.2								0.606189267	1.487063628	1.772940522	2.329032538
2_3_2020	2020	2_3	2	3	2_3	E			1.1284	0.72332	0.12844	0.38252	494	20.437	14.94					281128598	281128599	141	6	5	5	64.2	0	CortDose	Control	ASY	21			20.5	120	29.2				1	4	0	5	0.543683223	1.351478473	1.330888613	2.330290071
2_14_2021	2021	2_14	2	14	2_14	F			1.1612	0.73544	0.16118	0.35974	420	20.175	15.269					281174503	272107816	133	6	6			6	Carryover	Prev_Control	ASY	23.5	120	28.5	18.5	121	28.5								0.555372886	1.333035621	1.533147125	2.33208223
1_47_2020	2020	1_47	1	47	1_47	A			1.2204	0.7683	0.2204	0.3015	603	19.596	15.198					240150393	272106628	148	5	5	5	58	0	CortDose	Cort	SY	20	111	27	22	118	29				0	2	0	2	0.584929615	1.282139726	1.539994502	2.334457781
1_391_2020	2020	1_391	1	391	1_391	A			1.1349	0.7601	0.13486	0.31561	507	19.778	15.442					281128627		146	5	5	0	0	0	Validation	BDC	SY	21.25	115	28.4				212110281	2019	1_315					0.544420316	1.292289276	1.451140851	2.335868521
2_7_2020	2020	2_7	2	7	2_7	B			1.1817	0.78856	0.18168	0.26814	512	19.243	15.258					281128548	272107789	138	5	5	5	63.4	0	CortDose	Control	SY	21	114	28.3	22	123	29.1				1	4	0	5	0.573032836	1.251362678	1.46998447	2.336132926
2_2_2021	2021	2_2	2	2	2_2	A			1.2681	0.69652	0.26809	0.43571	446	20.913	14.759					272108250		138	6	0			0	Cold_Snap		ASY	20	113	28.9											0.58385317	1.401930524	1.730644153	2.336649089
2_87_2020	2020	2_87	2	87	2_87	F			1.1915	0.79923	0.19148	0.25121	436	19.093	15.604					281174512		142	6	0	0	0	0	CortDose	Control	SY	19.5	118	29.2											0.545321376	1.228319646	1.68587329	2.33826502
2_76_2020	2020	2_76	2	76	2_76	D			1.2108	0.7244	0.2108	0.3805	726	20.384	15.106					281128564	281174450	152	4	3	3	37.6	0	CortDose	Cort	SY	21.5	113	29.4	18.5	118	28.3				2	1	0	3	0.569215444	1.351367856	1.639164427	2.338939883
2_63_2021	2021	2_63	2	63	2_63	F	1.9		1.2563	0.72206	0.25629	0.38493	499	20.363	15.406					281174699		131	6	5			0	Cold_Snap	Cold_Control	ASY	23	116	28.1											0.585281826	1.340180109	1.704614399	2.339993559
2_87_2020	2020	2_87	2	87	2_87	A			1.2096	0.79396	0.20964	0.25951	435	19.262	15.229					281174512		142	6	0	0	0	0	CortDose	Control	SY	19.5	118	29.2											0.536954222	1.241603714	1.922344005	2.340232026
1_32_2020	2020	1_32	1	32	1_32	E			1.1832	0.74686	0.1832	0.33894	531	19.991	14.992					281128450	281174108	142	5	5	5	38	0	CortDose	Cort	SY	22.25	120	28.8	19.5	115	28.5				4	1	0	5	0.580330871	1.324800691	1.335901926	2.342932438
2_92_2021	2021	2_92	2	92	2_92	A			1.2009	0.7232	0.2009	0.3828	372	20.482	14.842					281174803	281174702	135	7	1			1	Cold_Snap	Cold_Control	ASY	23.5	116	28.2	20	121	28.7								0.566550449	1.366185273	1.551803548	2.344899267
2_122_2020	2020	2_122	2	122	2_122	E			1.2085	0.73784	0.20851	0.35532	558	20.161	15.226					281174525		153	6	5	5	61.3	0	CortDose	Cort	ASY	23	118	29.4							1	4	0	5	0.568700583	1.321153746	1.609003636	2.347286811
1_134_2021	2021	1_134	1	134	1_134	F			1.2369	0.75437	0.23686	0.32561	410	19.86	15.22					281174009		159	5	0			1	Long_Control	None	SY	18	120	27.6											0.574593309	1.298137981	1.812987191	2.349329081
1_302_2020	2020	1_302	1	302	1_302	A			1.1489	0.74551	0.14892	0.34137	407	20.056	14.71					240150385		143	6	6	0	0	0	Validation	BCC	SY	20.5													0.552919101	1.335675953	1.4281017	2.349446826
1_305_2020	2020	1_305	1	305	1_305	C			1.1407	0.73625	0.14074	0.35824	488	20.211	14.707					278172231		142	5	6	0	0	0	Validation	BCA	ASY	22.75	114	28											0.55228352	1.354601705	1.321833613	2.352093649
1_325_2020	2020	1_325	1	325	1_325	A			1.2257	0.77371	0.22571	0.29247	481	19.448	15.188					281128557		142	6	6	0	0	0	Validation	BDC	SY	19.5	112	28.9											0.581320465	1.257410414	1.693307678	2.353084306
2_74_2021	2021	2_74	2	74	2_74	B			1.2341	0.67679	0.23408	0.47756	454	21.354	14.821					281174501	281174519	134	6	6			5	Carryover	Prev_Cort	ASY	22.5	113	29	19	118	28.4								0.583233622	1.453780223	1.546815869	2.354581826
2_100_2020	2020	2_100	2	100	2_100	A			1.2305	0.7551	0.2305	0.3244	601	19.864	15.121					281174506	281174522	140	5	4	4	49.7	0	CortDose	Cort	SY	23.5	117	29.3	18.5	119	28.1				0	4	0	4	0.590292789	1.312397035	1.512036699	2.355343288
2_29_2020	2020	2_29	2	29	2_29	A			1.1471	0.75485	0.14709	0.32477	563	19.901	15.323					272107361	272107257	140	6	5	5	54.1	0	CortDose	Control	ASY	22.5	117	28.4	19.5	122	28.5				5	0	0	5	0.563802102	1.302415904	1.319532956	2.355520919
1_343_2020	2020	1_343	1	343	1_343	A			1.2431	0.7128	0.2431	0.403	598	20.686	14.993					278172151	281174314	141	6	6	0	0	0	Validation	BCC	ASY	20.25	116	28.2		122	29.2								0.565397478	1.382148352	1.612866319	2.356256996
2_79_2020	2020	2_79	2	79	2_79	A			1.2381	0.71949	0.23809	0.38987	483	20.546	14.869					278172154		139	6	6	6	77.2	0	CortDose	Cort	ASY	22	117	29							0	6	0	6	0.578649413	1.357171013	1.660634421	2.36247477
2_103_2020	2020	2_103	2	103	2_103	B			1.2302	0.73264	0.23021	0.36493	530	20.233	15.223					281128549	278172199	137	5	4	4	40.6	0	CortDose	Cort	ASY	21.5	116	28.3	22	125	28.93				4	0	0	4	0.56755135	1.333593711	1.787362759	2.362543404
2_84_2021	2021	2_84	2	84	2_84	A			1.2452	0.68203	0.24521	0.4662	575	21.261	14.964					281174504		137	5	0			0	Carryover	Prev_Control	ASY	22	114	29.1											0.592727162	1.429778596	1.497020288	2.363625227
2_39_2021	2021	2_39	2	39	2_39	C			1.2441	0.73129	0.24407	0.36744	417	20.354	15.227					281174994		138	6	0			0	Cold_Snap		SY	18	110	27.9											0.577027275	1.342583214	1.710242184	2.363984819
2_7_2020	2020	2_7	2	7	2_7	F			1.1842	0.81151	0.18424	0.23227	503	18.95	15.945					281128548	272107789	138	5	5	5	63.4	0	CortDose	Control	SY	21	114	28.3	22	123	29.1				1	4	0	5	0.562326156	1.201574662	1.629181863	2.366440575
2_74_2020	2020	2_74	2	74	2_74	A			1.2772	0.695	0.27716	0.43886	523	21.047	14.942					281128550	240150400	137	6	6	6	61.4	0	CortDose	Cort	SY	22.5	116	29.7	19.5	116	28.3				2	1	0	3	0.574895887	1.391016157	2.036282346	2.368026149
2_7_2021	2021	2_7	2	7	2_7	A	1.7	1	1.1805	0.80432	0.18051	0.24328	468	19.125	15.554					281128453	272108304	132	5	3			1	Cold_Snap	Cold_Cold	ASY	22	113	28	19	121	28.7								0.562888816	1.231516696	1.615838645	2.371379759
2_14_2020	2020	2_14	2	14	2_14	A			1.2683	0.75938	0.26833	0.31686	513	19.917	15.297					281174503	272107816	139	5	2	2	24.5	0	CortDose	Control	SY	22.5	118	28.4	19.5	120	28.2				1	1	0	2	0.561874017	1.293020503	1.665124732	2.373318701
1_75_2021	2021	1_75	1	75	1_75	F			1.2015	0.7431	0.2015	0.34571	473	20.244	15.14					281174808		137	6	0			0	Cold_Snap		ASY	19	118	28.8											0.559723602	1.337479004	1.408817732	2.377052191
2_44_2021	2021	2_44	2	44	2_44	A			1.2343	0.71888	0.23428	0.39105	514	20.571	15.072					281174601	281174016	135	5	4			3	Cold_Snap	Cold_Cold	ASY	23	118	27.9	19.5	122	28.8								0.578267274	1.359286116	1.755466178	2.379267428
1_12_2020	2020	1_12	1	12	1_12	A			1.2302	0.71701	0.23016	0.39469	532	20.636	15.086					240150388	281174138	146	6	6	5	20.6	0	CortDose	Cort	ASY	22.25	118	28.8	19.25	121	29.2								0.591452773	1.364636534	1.448592177	2.3809899
1_47_2021	2021	1_47	1	47	1_47	A			1.1857	0.78059	0.18572	0.28108	456	19.524	15.457					281178583		139	5	0			0	Cold_Snap		SY	18	119	28.4											0.563148935	1.243237433	1.604674765	2.381601222
1_51_2020	2020	1_51	1	51	1_51	A			1.18	0.77026	0.17995	0.29827	520	19.678	15.474					281128556	281174103	143	5	5	5	46.2	0	CortDose	Cort	SY	19	109	27.7	21.75	125	30				4	0	1	4	0.570206215	1.277911809	1.476874767	2.387862304
2_69_2021	2021	2_69	2	69	2_69	C			1.3079	0.6706	0.3079	0.4912	415	21.541	14.92					281174513	281174301	138	5	4			4	Carryover	Prev_Cort	ASY	20.5	110	27.5	20	118	28.7								0.590068464	1.446603073	2.061886752	2.389400378
2_117_2020	2020	2_117	2	117	2_117	A			1.2221	0.7076	0.22214	0.41322	538	20.815	15.242					278171875	281128726	140	6	6	6	82.4	0	CortDose	Control	ASY	22.5	114	28.4	21.5	122	29.2				0	5	0	5	0.582262283	1.370484989	1.420091719	2.391468201
2_127_2020	2020	2_127	2	127	2_127	A			1.0996	0.7168	0.0996	0.3951	361	20.751	15.142					281174515		142	6	0	0	0	0	CortDose	Control	SY	21.5	114	28.2											0.553158682	1.373880018	1.082393651	2.392288946
2_14_2021	2021	2_14	2	14	2_14	A			1.1578	0.77945	0.15776	0.28295	403	19.53	15.337					281174503	272107816	133	6	6			6	Carryover	Prev_Control	ASY	23.5	120	28.5	18.5	121	28.5								0.547198743	1.262313666	1.352769149	2.394685357
1_48_2021	2021	1_48	1	48	1_48	E			1.2875	0.72311	0.28747	0.38292	450	20.491	14.969					281174343	281174964	139	5	3			3	Cold_Snap	Cold_Control	ASY	16.5	111	27.4				281174518	2020	2_17					0.618170919	1.359631016	1.565602949	2.39502952
2_76_2021	2021	2_76	2	76	2_76	F			1.2333	0.78117	0.23333	0.28013	387	19.537	15.668					281174511		138	6	0			0	Carryover	Prev_Control	ASY	21.5	122	29.2											0.567435076	1.252127712	2.045634927	2.395310709
2_114_2020	2020	2_114	2	114	2_114	A			1.2023	0.74785	0.20232	0.33717	489	20.154	15.232					278172145	281174520	136	6	6	6	79	0	CortDose	Cort	ASY	23.5	119	28.7	21	123	29.5				0	0	2	0	0.558011345	1.322292114	1.849244152	2.39881482
1_305_2020	2020	1_305	1	305	1_305	D			1.132	0.73698	0.13204	0.35689	493	20.347	14.99					278172231		142	5	6	0	0	0	Validation	BCA	ASY	22.75	114	28											0.548893958	1.349595685	1.476604571	2.399811358
2_47_2021	2021	2_47	2	47	2_47	F			1.224	0.75089	0.22401	0.33175	446	20.075	15.477					281128816	281128476	136	6	6			5	Carryover	Prev_Cort	ASY	23	111	28.5	18.75	121	29.1	281128707	2019	1_329					0.586433035	1.307768456	1.481101072	2.401051802
1_309_2020	2020	1_309	1	309	1_309	A			1.2745	0.70519	0.27452	0.41806	481	20.946	14.855				Left to right in first row then second row	272107378	240150395	134	6	6	0	0	0	Validation	BCA	ASY	24	113	27.3	20	123	28								0.568671783	1.388369757	1.764656732	2.403579953
1_89_2021	2021	1_89	1	89	1_89	A	1.8		1.1923	0.75357	0.19232	0.32702	445	19.981	15.296					281174455	281174549	136	5	5			5	Cold_Snap	Cold_Cold	SY	21.5	114	28.2	20	119	28.3								0.552981415	1.294574627	1.743346439	2.405136202
1_303_2020	2020	1_303	1	303	1_303	A			1.254	0.70413	0.25397	0.4202	547	20.987	14.834					278172095	240151291	136	6	6	0	0	0	Validation	BDA	ASY	24	123	27.6	21	115	28.4								0.584376275	1.395148161	1.361363524	2.410437886
1_309_2020	2020	1_309	1	309	1_309	F			1.2346	0.64567	0.23458	0.54878	517	22.238	14.67				Left to right in first row then second row	272107378	240150395	134	6	6	0	0	0	Validation	BCA	ASY	24	113	27.3	20	123	28								0.580559672	1.526588657	1.750529295	2.410940224
2_76_2021	2021	2_76	2	76	2_76	A			1.2493	0.7888	0.24928	0.26774	383	19.394	15.741					281174511		138	6	0			0	Carryover	Prev_Control	ASY	21.5	122	29.2											0.572841272	1.235288244	2.024147535	2.411380384
1_309_2020	2020	1_309	1	309	1_309	E			1.2212	0.76647	0.22117	0.30468	455	19.834	15.454				Left to right in first row then second row	272107378	240150395	134	6	6	0	0	0	Validation	BCA	ASY	24	113	27.3	20	123	28								0.56387295	1.289438068	1.721440073	2.413594403
2_18_2021	2021	2_18	2	18	2_18	E	2.2		1.1658	0.74448	0.1658	0.34323	564	20.261	15.125					281174188	281128477	132	5	3			3	Cold_Snap	Cold_Control	ASY	23.5	115	29.3	19	112	28	278172231	2020	1_305					0.569218933	1.338039532	1.410524598	2.416921406
1_105_2020	2020	1_105	1	105	1_105	A			1.1842	0.73982	0.18416	0.35169	508	20.403	14.925					240150383		144	5	4	4	27.7	0	CortDose	Cort	SY	20	112	27.6							0	2	2	2	0.571288301	1.351101789	1.301708517	2.422605082
2_20_2021	2021	2_20	2	20	2_20	A			1.1819	0.76441	0.18194	0.30819	477	19.865	15.458					281128469		163	4	0			2	Long_Control	None	ASY	18.75	122	28.4											0.559655962	1.279364207	1.536949938	2.426776889
1_91_2021	2021	1_91	1	91	1_91	F	1.7		1.121	0.77882	0.12104	0.28339	434	19.66	15.816					281174003	281174101	134	6	4			4	Cold_Snap	Cold_Cold	ASY	23.5	119	28.8	18.5	123	29.2								0.556041286	1.257684	1.307202663	2.428049662
2_82_2021	2021	2_82	2	82	2_82	E			1.253	0.72553	0.25299	0.37831	451	20.612	15.364					281174004		135	6	5			5	Cold_Snap	Cold_Control	SY	22.5	116	28.9											0.582701106	1.351772062	1.651844522	2.428916184
1_104_2021	2021	1_104	1	104	1_104	D			1.2067	0.6547	0.20675	0.52741	475	22.113	14.434					240150383		137	6	6			6	Carryover	Prev_Cort	ASY	21.25	114	28											0.570158963	1.509423023	1.603192251	2.430339351
2_103_2020	2020	2_103	2	103	2_103	A			1.226	0.76192	0.22599	0.31247	525	20.008	15.607					281128549	278172199	137	5	4	4	40.6	0	CortDose	Cort	ASY	21.5	116	28.3	22	125	28.93				4	0	0	4	0.566787781	1.286244115	1.599950899	2.432477786
2_4_2021	2021	2_4	2	4	2_4	A			1.2183	0.75909	0.21831	0.31736	398	20.028	15.347					281174442		137	6	0			0	Cold_Snap		SY	21	116	29.1				281128703	2020	1_312					0.563333671	1.296421131	1.530373464	2.436210526
2_69_2021	2021	2_69	2	69	2_69	D			1.2827	0.6564	0.2827	0.5234	426	22.108	14.994					281174513	281174301	138	5	4			4	Carryover	Prev_Cort	ASY	20.5	110	27.5	20	118	28.7								0.584031366	1.491252498	1.857846465	2.436608427
2_14_2020	2020	2_14	2	14	2_14	E			1.1496	0.82721	0.14962	0.20888	480	18.925	15.594					281174503	272107816	139	5	2	2	24.5	0	CortDose	Control	SY	22.5	118	28.4	19.5	120	28.2				1	1	0	2	0.560107636	1.204458081	1.386336729	2.438531804
2_64_2021	2021	2_64	2	64	2_64	A			1.1642	0.76885	0.16422	0.30065	450	19.88	15.527					272108251	281128656	139	5	5			0	Cold_Snap	Cold_Cold	ASY	18.5	114	28.3	21	124	29.8								0.556999784	1.286112299	1.358655104	2.442910932
